source,listing_id,collected_date,brand,model_line,tier,storage_gb,ram_gb,price_dzd,condition,condition_raw,is_5g,dual_sim,launch_year
retail,506.0,2026-09-22,xiaomi,Poco X8 Pro,pro,256.0,8.0,84900.0,new,Rupture,,False,
retail,,2026-09-22,xiaomi,Poco X8 Pro,pro,256.0,8.0,82000.0,new,,,False,
retail,,2026-09-22,xiaomi,Poco X8 Pro Max,promax,256.0,12.0,122000.0,new,,,False,
retail,11.0,2026-09-22,xiaomi,Poco f5,,,,70900.0,new,Rupture,,False,2023.0
retail,114.0,2026-09-22,xiaomi,Poco x6,,256.0,8.0,63900.0,new,Rupture,,False,2024.0
retail,52.0,2026-09-22,xiaomi,REDMI 10A,,64.0,4.0,23900.0,new,Rupture,,False,
retail,98.0,2026-09-22,xiaomi,REDMI 12,,256.0,8.0,41500.0,new,Rupture,True,False,2023.0
retail,50.0,2026-09-22,xiaomi,REDMI 12C,,128.0,4.0,26900.0,new,Rupture,,False,
retail,54.0,2026-09-22,xiaomi,REDMI A2+,,,,18900.0,new,Rupture,,False,
retail,110.0,2026-09-22,xiaomi,REDMI NOTE 10 PRO,pro,128.0,6.0,44900.0,new,Rupture,,False,2021.0
retail,31.0,2026-09-22,xiaomi,REDMI NOTE 12,,256.0,8.0,39900.0,new,Rupture,,False,2023.0
retail,13.0,2026-09-22,xiaomi,REDMI NOTE 12 PRO,pro,,,53900.0,new,Rupture,,False,2023.0
retail,91.0,2026-09-22,xiaomi,REDMI NOTE 13 PRO,pro,256.0,8.0,48900.0,new,Rupture,,False,2023.0
retail,94.0,2026-09-22,xiaomi,REDMI NOTE 13 PRO,pro,512.0,12.0,74900.0,new,Rupture,True,False,2023.0
retail,120.0,2026-09-22,xiaomi,REDMI NOTE 13 PRO +,promax,256.0,8.0,64500.0,new,Rupture,True,False,2023.0
retail,236.0,2026-09-22,xiaomi,REDMI NOTE 13 PRO +,promax,256.0,12.0,79900.0,new,Rupture,True,False,2023.0
retail,89.0,2026-09-22,xiaomi,REDMI NOTE 13 PRO + 512ROM,promax,,12.0,88000.0,new,Rupture,,False,
retail,317.0,2026-09-22,xiaomi,REDMI NOTE 14 PRO PLUS,plus,256.0,8.0,79900.0,new,Disponible,True,False,2024.0
retail,517.0,2026-09-22,xiaomi,REDMI NOTE 15 PRO PLUS,plus,512.0,12.0,95900.0,new,Rupture,,False,2025.0
retail,562.0,2026-09-22,xiaomi,REDMI PAD 2 PRO,pro,256.0,8.0,71900.0,new,Rupture,,False,
retail,,2026-09-22,xiaomi,Redmi 10,,64.0,4.0,24000.0,new,,True,False,2021.0
retail,,2026-09-22,xiaomi,Redmi 10A,,32.0,2.0,23000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi 10A,,128.0,4.0,18000.0,new,,,False,
retail,220.0,2026-09-22,xiaomi,Redmi 13,,256.0,8.0,36900.0,new,Rupture,,False,
retail,,2026-09-22,xiaomi,Redmi 13C,,256.0,8.0,28000.0,new,,,False,2023.0
retail,,2026-09-22,xiaomi,Redmi 14C,,128.0,6.0,26000.0,new,,,False,2024.0
retail,270.0,2026-09-22,xiaomi,Redmi 14C,,256.0,8.0,28900.0,new,Rupture,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi 14C,,256.0,8.0,30000.0,new,,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi 15C,,128.0,4.0,27000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi 15C,,256.0,8.0,33000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi A3,,128.0,4.0,21000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi A3x,,64.0,3.0,19000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi A3x,,128.0,4.0,22000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi A5,,64.0,3.0,22000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi A5,,128.0,4.0,26000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi A7 Pro,pro,128.0,4.0,32000.0,new,,,False,
retail,284.0,2026-09-22,xiaomi,Redmi NOTE 14,,128.0,6.0,52900.0,new,Disponible,True,False,2024.0
retail,,2026-09-22,xiaomi,Redmi Note 12,,128.0,4.0,32000.0,new,,True,False,2023.0
retail,158.0,2026-09-22,xiaomi,Redmi Note 13,,128.0,6.0,34900.0,new,Rupture,,False,2023.0
retail,,2026-09-22,xiaomi,Redmi Note 13,,128.0,6.0,33000.0,new,,,False,2023.0
retail,,2026-09-22,xiaomi,Redmi Note 13,,256.0,8.0,38000.0,new,,,False,2023.0
retail,,2026-09-22,xiaomi,Redmi Note 13,,256.0,6.0,37000.0,new,,,False,2023.0
retail,195.0,2026-09-22,xiaomi,Redmi Note 13 Pro RAM MEMOIR,pro,256.0,8.0,69900.0,new,Rupture,True,False,
retail,,2026-09-22,xiaomi,Redmi Note 13 Pro+,promax,256.0,8.0,70000.0,new,,,False,2023.0
retail,475.0,2026-09-22,xiaomi,Redmi Note 14,,128.0,6.0,34900.0,new,Rupture,,False,2024.0
retail,258.0,2026-09-22,xiaomi,Redmi Note 14 Pro,pro,256.0,8.0,54900.0,new,Rupture,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi Note 14 Pro,pro,256.0,8.0,53000.0,new,,True,False,2024.0
retail,46743381.0,2026-09-22,xiaomi,Redmi Note 14 Pro,pro,256.0,12.0,,,,True,False,2024.0
retail,46743426.0,2026-09-22,xiaomi,Redmi Note 14 Pro,pro,512.0,12.0,,,,True,False,2024.0
retail,204.0,2026-09-22,xiaomi,Redmi Note 14 Pro plus,plus,256.0,12.0,72900.0,new,Rupture,,False,2024.0
retail,206.0,2026-09-22,xiaomi,Redmi Note 14 Pro plus,plus,512.0,16.0,95000.0,new,Rupture,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi Note 14 Pro+,promax,256.0,12.0,78000.0,new,,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi Note 14 Pro+,promax,512.0,12.0,80000.0,new,,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi Note 14S,,256.0,8.0,50000.0,new,,,False,
retail,,2026-09-22,xiaomi,Redmi Note 15,,128.0,6.0,46000.0,new,,,False,2025.0
retail,,2026-09-22,xiaomi,Redmi Note 15,,256.0,8.0,50000.0,new,,,False,2025.0
retail,516.0,2026-09-22,xiaomi,Redmi Note 15 Pro,pro,256.0,8.0,69900.0,new,Rupture,True,False,2025.0
retail,458.0,2026-09-22,xiaomi,Redmi Note 15 Pro,pro,256.0,8.0,59900.0,new,Rupture,,False,2025.0
retail,,2026-09-22,xiaomi,Redmi Note 15 Pro,pro,256.0,8.0,65000.0,new,,,False,2025.0
retail,536.0,2026-09-22,xiaomi,Redmi Note 15 Pro,pro,512.0,12.0,79900.0,new,Rupture,True,False,2025.0
retail,,2026-09-22,xiaomi,Redmi Note 15 Pro Plus,plus,256.0,8.0,89000.0,new,,True,False,2025.0
retail,326.0,2026-09-22,xiaomi,Redmi note 13,,256.0,8.0,42900.0,new,Rupture,,False,2023.0
retail,,2026-09-22,xiaomi,Redmi note 14,,128.0,6.0,45000.0,new,,,False,2024.0
retail,,2026-09-22,xiaomi,Redmi note 14,,256.0,8.0,44000.0,new,,,False,2024.0
retail,35544183.0,2026-09-22,xiaomi,Redmi note 14,,256.0,6.0,,,,,False,2024.0
retail,,2026-09-22,xiaomi,X6 Pro,pro,512.0,12.0,72000.0,new,,,False,
retail,,2026-09-22,xiaomi,X7 Pro,pro,256.0,12.0,75000.0,new,,,False,
retail,,2026-09-22,xiaomi,X7 Pro,pro,512.0,12.0,78000.0,new,,,False,
retail,10.0,2026-09-22,xiaomi,mi 11,,,,64900.0,new,Rupture,,False,2021.0
retail,,2026-09-22,zte,Blade A35,,64.0,4.0,17000.0,new,,,False,
retail,480.0,2026-09-22,zte,NUBIA REDMAGIC 11 AIR 12 256,,,,169000.0,new,Rupture,,False,
retail,117.0,2026-09-22,zte,NUBIA REDMAGIC 8S PRO,pro,256.0,12.0,134000.0,new,Rupture,,False,
retail,86.0,2026-09-22,zte,NUBIA Z50S PRO,pro,1024.0,16.0,138900.0,new,Rupture,,False,
retail,99.0,2026-09-22,zte,NUBIA Z60 ULTRA,ultra,256.0,12.0,166000.0,new,Rupture,,False,
retail,560.0,2026-09-22,zte,NUBIA Z70 ULTRA,ultra,256.0,12.0,135000.0,new,Disponible,,False,
retail,425.0,2026-09-22,zte,Nubia RedMagic 11 Pro,pro,256.0,12.0,189900.0,new,Rupture,,False,
retail,341.0,2026-09-22,zte,RedMagic Astra,,256.0,12.0,159900.0,new,Rupture,,False,
retail,106.0,2026-09-22,zte,Z60 ULTRA,ultra,16.0,,165900.0,new,Rupture,,False,
retail,252.0,2026-09-22,zte,nubia RedMagic 10 Pro,pro,,,169900.0,new,Rupture,,False,
retail,438.0,2026-09-22,zte,nubia RedMagic 11 Pro,pro,16.0,,219000.0,new,Rupture,,False,
retail,141.0,2026-09-22,zte,nubia RedMagic 9 Pro,pro,256.0,12.0,159000.0,new,Rupture,,False,
retail,298.0,2026-09-22,zte,nubia RedMagic 9S Pro 12 256,pro,,,165000.0,new,Rupture,,False,
retail,350.0,2026-09-22,zte,nubia RedMagic Astra,,1024.0,24.0,237900.0,new,Rupture,,False,
retail,264.0,2026-09-22,zte,nubia RedMagic Nova,,,,175000.0,new,Rupture,,False,
retail,301.0,2026-09-22,zte,nubia Z60S Pro,pro,16.0,,110000.0,new,Rupture,,False,
retail,267.0,2026-09-22,zte,nubia Z60S Pro,pro,256.0,12.0,99900.0,new,Rupture,,False,
